School
"Dr. A.P.J Abdul Kalam University, School of Management Sciences - [SMS], Varanasi"
"Dr Shakuntala Misra National Rehabilitation University, Lucknow"
"Dr Sivanthi Aditanar College of Engineering (DRSACOE) , Tamil Nadu - Other"
"Dr Sivanthi Aditanar College of Engineering, [SACOE] Tiruchirappalli, Tamil Nadu"
"Dr SNS Rajalakshmi College of Arts and Science, [DSNSRCAS] Coimbatore"
"Dr Sri Sri Sri Shivakumar Mahaswamy College of Engineering - [Dr.SMCE], Bangalore Rural"
"Dr Sri Sri Sri Shivakumar Mahaswamy College of Engineering, [DSSSSMCE] Bangalore Rural"
"Dr Umayal Ramanathan College for Women, Karaikudi"
"Dr Virendra Swarup Institute of Computer Studies - [VSICS], Kanpur"
"Dr Virendra Swarup Institute of Computer Studies (VSICS) , Kanpur"
"Dr Virendra Swarup Institute of Computer Studies, [VSICS] Kanpur"
"Dr VN Bedekar Institute of Management Studies - [DRVNBIMS], Thane"
"Dr Yashwant Singh Parmar University of Horticulture and Forestry, Nauni"
"Dr YS Parmar University of Horticulture and Forestry - [YSPUHF], Solan"
"Dr YS Parmar University of Horticulture and Forestry, Solan"
"Dr YSR National Institute of Tourism and Hospitality Management - [NITHM], Hyderabad"
"Dr YSR National Institute of Tourism and Hospitality Management,  Hyderabad"
"Dr YSR National Institute of Tourism and Hospitality Management, Hyderabad"
"Dr ZH Institute of Technology and Management - [ZHITM], Tundla"
"Dr ZH Institute of Technology and Management, [DZHITM] Tundla"
"Dr. A. P. J. Abdul Kalam University, Indore"
"Dr. A.P.J. Abdul Kalam Technical University - [APJAKTU], Lucknow"
"Dr. Ambedkar Govt. Arts College, Chennai"
"Dr. Ambedkar Institute of Management and Research, Nagpur"
"Dr. Ambedkar Institute of Management Studies , HAL 2nd Stage, Bangalore"
"Dr. Ambedkar Institute Of Management Studies And Research -[DAIMSR], Nagpur"
"Dr. Ambedkar Institute of Technology - [AIT], Bangalore"
"Dr. Ambedkar Institute of Technology (Dr. AIT) , Mallathalli, Bangalore"
"Dr. Ambedkar Memorial Institute of Information Technology and Management Science, Rourkela"
"Dr. B. R. Ambedkar University - [BRAU], Srikakulam"
"Dr. B.C. Roy Engineering College - [BCREC], Durgapur"
"Dr. B.C. Roy Engineering College , Durgapur"
"Dr. B.R. Ambedkar Institute of Management and Technology , Baghlingampally, Hyderabad"
"Dr. B.R. Ambedkar Open University - [BRAOU], Hyderabad"
"Dr. B.R. Ambedkar Open University, Hyderabad"
"Dr. B.R. Ambedkar University, Andhra Pradesh , Andhra Pradesh - Other"
"Dr. Babasaheb Ambedkar Marathwada University (DBAMU) , Aurangabad"
"Dr. Babasaheb Ambedkar Open University, [BAOU] Ahmedabad"
"Dr. C.V. Raman University - [CVRU], Bilaspur"
"Dr. C.V. Raman University (CVRU) , BilasPur"
"Dr. D. Y. Patil Institute of Engineering & Technology - [DYPIET] Pimpri, Pune"
"Dr. D. Y. Patil Vidya Pratishthan Society's Dr. D. Y. Patil Institute of Engineering and Technology , Pimpri, Pune"
"Dr. D. Y. Patil Vidyapeeth, Global Business School and Research Centre (GBSRC) , Tathawade, Pune"
"Dr. D.Y. Patil Institute of Management Studies - [DYPIMS] Akurdi, Pune"
"Dr. D.Y. Patil Vidya Pratishthan Society's, [DDYPVPS] Pune"
"Dr. D.Y. Patil Vidya Pratishthan Society's, Pune"
"Dr. D.Y. Patil Vidyapeeth Distance Education, [DPU-IDL] Pune"
"Dr. G. Shankar Government Women's First Grade College and Post Graduate Study Centre, [DGSGWFGCPGSC] Udupi"
"Dr. G.D. Pol Foundation’s YMT College of Management , Navi Mumbai"
"Dr. G.R. Damodaran College of Science(GRD COIMBATORE) , Coimbatore"
"Dr. Gaur Hari Singhania Institute of Management & Research, Kanpur (GHS-IMR) , Kanpur"
"Dr. Gaur Hari Singhania Institute of Management and Research - [GHS IMR], Kanpur"
"Dr. Gaur Hari Singhania Institute of Management and Research , Kanpur"
"Dr. Gaur Hari Singhania Institute of Management and Research, Kanpur"
"Dr. I.T. Group of Institutions , Chandigarh"
"Dr. K. V. Subba Reddy College of Engineering for Women - [KVSW], Kurnool"
"Dr. K.N Modi Institute of Engineering and Technology (Dr. KNMIET) , Modinagar"
"Dr. K.N. Modi University - [DKNMU], Tonk"
"Dr. K.V. Subba Reddy Institute of Technology (KVSRIT) , Kurnool"
"Dr. M.C. Saxena Group of Colleges - [MCSGOC], Lucknow"
"Dr. M.C. Saxena Group of Colleges (MCSGOC) , Lucknow"
"Dr. M.G.R. Educational and Research Institute University (MGR University) , Maduravoyal, Chennai"
"Dr. M.G.R. Educational and Research Institute, Chennai"
"Dr. N.G.P Institute of Technology, Coimbatore"
"Dr. Nallini Institute of Engineering and Technology, Tiruppur"
"Dr. P. C. Mahalanobis School of Management, Hooghly"
"Dr. Panjabrao Deshmukh Krishi Vidyapeeth - [PDKV], Akola"
"Dr. Pauls Engineering College (PEC, Villupuram) , Tamil Nadu - Other"
"Dr. Punjabrao Desmukh Institute of Management Technology and Research (PDIMTR, Napgpur) , Nagpur"
"Dr. Ram Manohar Lohia Avadh University (RMLAU) , Uttar Pradesh - Other"
"Dr. Ram Manohar Lohia Avadh University, Faizabad"
"Dr. Ram Manohar Lohia Institute (DRMLI) , Modinagar"
"Dr. Rizvi College of Engineering (DRCE, Uttar Pradesh) , Uttar Pradesh - Other"
"Dr. Rizvi College of Engineering, Kaushambi"
"Dr. Sarvepalli Radhakrishnan College of Business Management - [DSRCBM], Nagpur"
"Dr. Shakuntala Mishra University , Lucknow"
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow"
"Dr. Sivanthi Aditanar College of engineering - [SACOE], Thiruchirapalli"
"Dr. SNS Rajalakshmi College of Arts and Science, Coimbatore"
"Dr. V. N. Bedekar Institute of Management Studies, DR VN BRIMS , Thane West, Thane"
"Dr. Vikhe Patil Foundation's Pravara Centre for Management Research & Development - [PCMRD], Pune"
"Dr. Vikhe Patil Foundation's Pravara Centre for Management Research & Development, PCMRD , Senapati Bapat Road, Pune"
"Dr. Virendra Swarup Group of Institutions (VSGOI) , Kanpur"
"Dr. Virendra Swarup Institute of Computer Studies, Kanpur"
"Dr. Virendra Swarup Institute of Professional Studies (VSIPS) , Kanpur"
"Dr. VN Bedekar Institute of Management Studies, Thane"
"Dr. Yashwant Singh Parmar University of Horticulture and Forestry , Himachal Pradesh - Other"
"Dr.K.V. Subba Reddy College Of Engineering For Women (KVSW) , Kurnool"
"Dr.NGP Institute of Technology, Coimbatore"
"Dravidian University, [DU] Kuppam"
"Dravidian University, Directorate of Distance Education - [DDE], Chittoor"
"Dravidian University, Kuppam"
"Dream Valley College, Gwalior"
"DRIEMS Business School , Cuttack"
"DRIEMS Business School, Cuttack"
"DRIEMS Business School, Tangi"
"DRIEMS Group of Institutions (DRIEMS) , Cuttack"
"DRIEMS Group of Institutions, Cuttack"
"DRK College of Engineering and Technology - [DRKCET], Hyderabad"
"DRK College of Engineering and Technology (DRKCET) , Bowrampet (V), Hyderabad"
"DRK College of Engineering and Technology, [DRKCET] Hyderabad"
"DRK Institute of Science and Technology - [DRKIST], Hyderabad"
"DRK Institute of Science and Technology, [DRKIST] Hyderabad"
"Dronacharya College of Engineering, [DCE] Greater Noida"
"Dronacharya Group of Institutions - [DGI], Greater Noida"
"Dronacharya Group of Institutions (DGI, Greater Noida) , Greater Noida"
"Dronacharya Institute of Management and Technology - [DIMT], Kurukshetra"
"Dronacharya Institute of Management and Technology, [DIMT] Kurukshetra"
"Dronacharya Institute of Management and Technology, Kurukshetra"
"Dronacharya PG College of Education, Kangra"
"DS Degree College, Aligarh"
"DSMS Business School - [DSMS], Durgapur"
"DSMS Business School , Durgapur"
"DSMS Business School, [DSMS] Durgapur"
"DSMS Business school, Durgapur"
"DSMS College of Healthcare Management, Durgapur , Durgapur"
"DSMS College of Healthcare Management, Kolkata , Salt Lake City, Kolkata"
"DSRF Institute of Computer Science & Management Studies - [DSRF] Kharadi, Pune"
"DSRF Institute of Computer Science and Management Studies(DSRF) , Nagar Road, Pune"
"Ducat Institute Of Professional Studies, [DIPS] Noida"
"Ducat Institute Of Professional Studies, Noida"
"Durgadevi Saraf Institute of Management Studies - [DSIMS], Mumbai"
"Durgadevi Saraf Institute of Management Studies (DSIMS) , Malad West, Mumbai"
"Durgadevi Saraf Institute of Management Studies, [DSIMS] Mumbai"
"Durgadevi Saraf Institute of Management Studies, Mumbai"
"Durgapur Institute of Management and Science - [DIMS], Durgapur"
"Durgapur Institute of Management and Science , Durgapur"
"Duvvuru Ramanamma Women's College, [DRW] Nellore"
"Duvvuru Ramanamma Women\u2019s College - [DRW], Guduru"
"Dvaraka Doss Govardhan Doss Vaishnav College, [DDGDVC] Chennai"
"DVR and Dr HS MIC College of Technology, Vijayawada"
"DVR College of Engineering & Technology , Patancheru, Hyderabad"
"DVR College of Engineering and Technology - [DVRC], Medak"
"DVR College of Engineering and Technology, [DVRCET] Medak"
"Dwaraka Doss Goverdhan Doss Vaishnav College - [DDGDVC], Chennai"
"Dwaraka Doss Goverdhan Doss Vaishnav College, Chennai"
"Dwarampudi Lakshmana Reddy College , East Godavari"
"Dwarikadheesh Research Education and Management School, Saharanpur"
"DY Patil Education Society's DY Patil Technical Campus - [DYP], Kolhapur"
"DY Patil Education Society's DY Patil Technical Campus, [DYPESDYPTC] Kolhapur"
"DY Patil Institute of Management Ambi, Pune"
"E G S Pillay Engineering College (EGSPEC) , Tamil Nadu - Other"
"E-Max Group of Institutions, Ambala"
"EASA College of Engineering and Technology - [ECET], Coimbatore"
"EASA College of Engineering and Technology (ECET, Coimbatore) , Coimbatore"
"EASA College of Engineering and Technology, [EASACET] Coimbatore"
"East Point College of Higher Education, Bangalore"
"East Point Group of Institutes (EPGI, Bangalore) , Avalahalli, Bangalore"
"East West College of Management - [EWCM], Bangalore"
"East West College of Management , Vishwaneedam, Bangalore"
"East West Group Of Institutions , Vishwaneedam, Bangalore"
"East West Institute of Technology - [EWIT], Bangalore"
"East West Institute of Technology, [EWIT] Bangalore"
"Eastern Institute for Integrated Learning in Management - [EIILM University], West Sikkim"
"Eastern Institute for Integrated Learning In Management - [EIILM], Kolkata"
"Eastern Institute for Integrated Learning in Management, Kolkata"
"Eastern Institute for Integrated Learning in Management, Kolkata , Esplanade, Kolkata"
"Eastern Institute for Integrated Learning in Management, West Sikkim"
"Eastern Institute of Management , Jawaharlal Nehru Road, Kolkata"
"Eastern Institute of Management, Kolkata"
"Eastern Institution of Technology, New Zealand"
"Easwari Engineering College - [EEC], Chennai"
"Easwari Engineering College (EEC, Chennai) , Avadi, Chennai"
"Easwari Engineering College, [EEC] Chennai"
"EBET Group of Institutions , Tamil Nadu - Other"
"EDHEC Business School, France"
"Edify Institute of Management and Technology, Mathura"
"Education Institute of Management & Engineering studies - [EIMES], New Delhi"
"EduKartcom, New Delhi"
"Edusharp Finishing School Pvt. Ltd. , Sadashiv Peth, Pune"
"EGS Pillay Engineering College, [EGSPEC] Nagapattinam"
"EGS Pillay Engineering College, Nagapattinam"
"EIILM University, Jorethang"
"EIILM University, Sikkim"
"Einstein College of Engineering, Tirunelveli"
"EKC of Commerce and Sciences, Malappuram"
"Eklavya College of Technology & Science, Khorda"
"Elenki Institute of Engineering and Technology , Medak"
"Elijah Institute of Management Studies, Thrissur"
"Elitte Hotel School (The Hospitality Institute), Kolkata"
"Ellenki College of Engineering and Technology, [ECET] Medak"
"Ellenki Engineering College, Siddipet"
"Elphinstone College, Mumbai"
"Eluru College of Engineering and Technology - [ECET], Eluru"
"Eluru College of Engineering and Technology (ECET, Eluru) , West Godavari"
"Eluru College of Engineering and Technology, [ECET] Eluru"
"EMax Group of Institutions - [EMGOI], Ambala"
"EMax Group of Institutions, [EMGI] Ambala"
"Emcons Business Academy (EBA Kolkata) , Alipore, Kolkata"
"EMDI Institute of Media and Communication, New Delhi"
"Emerald Advanced Institute of Management studies - [EAIMS], Tirupati"
"Emerald's Degree College, Tirupati"
"Emeralds Advanced Institute of Management Studies, Tirupati"
"EMPI Business School , Chattarpur, Delhi"
"EMPI Business School, New Delhi"
"Empower School of Health , Kalkaji, Delhi"
"ENA Institute of Management And Technology Distance MBA, Pune"
"Engineering Staff College of India - School of Post Graduate Studies (ESCI SPGS) , Gachibowli, Hyderabad"
"Engineering Staff College of India, [ESCI] Hyderabad"
"Enrich Management Academy , Thane"
"Entrepreneurship and Management Processes International, New Delhi"
"Entrepreneurship Development Institute of India - [EDI], Gandhi Nagar"
"Entrepreneurship Development Institute of India (EDI) , Airport Road, Ahmedabad"
"Entrepreneurship Development Institute of India, [EDII] Gandhinagar"
"Entrepreneurship Development Institute of India, Gandhinagar"
"Environmental Management and Policy Research Institute, [EMPRI] Bangalore"
"Environmental Management and Policy Research Institute, Bangalore"
"Environmental Protection Training and Research Institute, Hyderabad"
"Er Perumal Manimekalai College of Engineering, [EPMCE] Dharmapuri"
"Er Perumal Manimekalai College of Engineering, Hosur"
"Er. Perumal Manimekalai College of Engineering (PMCE Hosur) , Tamil Nadu - Other"
"Era Business School , Dwarka, Delhi"
"Ernad Knowledge City College of Commerce and Science, Manjeri"
"Erode Arts and Science College, [EASC] Erode"
"Erode Builder Educational Trust - [EBET], Tiruppur"
"Erode Christian College of Arts and Science for Women, [ECCASW] Erode"
"Erode Sengunthar Engineering College, [ESEC] Erode"
"Erode Sengunthar Engineering College, Erode"
"ESC Rennes School of Business, France"
"ESCI School of Post Graduate Studies - [ESCI-SPGS], Hyderabad"
"ESCP Europe, France"
"Eshan College of Engineering, [ECE] Mathura"
"Eshan College of Engineering, Mathura"
"ESSEC Business School, Paris"
"Eswar College of Engineering , Guntur"
"Eswar College of Engineering, [ECE] Guntur"
"Eswar College of Engineering, Narasaraopet"
"Eternal University - [EU], Sirmaur"
"Eternal University , Himachal Pradesh - Other"
"Eternal University, Sirmaur"
"Eternal University, Sirmour"
"EThames Degree College, Hyderabad"
"Ethics Institute of Management & Technology , Gurgaon"
"Ethiraj College for Women (Ethiraj) , Egmore, Chennai"
"Ethiraj College for Women, Chennai"
"Ettumanoorappan College, [EC] Kottayam"
"Ettumanoorappan College, Kottayam"
"Europe Asia Business School, [EABS] Mumbai"
"Europe Asia Business School, Mumbai"
"European Union , Nehru Place, Delhi"
"Eva Stalin Business School - [EBS], Chennai"
"Eva Stalin Business School (ESBS) , Palaniyappa Nagar, Chennai"
"Eva Stalin Business School, Chennai"
"Everest Institute of Management and Technology, [EIMT] Alwar"
"Everest Institute of Management and Technology, Alwar"
"Evolve Business School - [EBS], Navi Mumbai"
"Evolve Business School , Navi Mumbai, Mumbai"
"Ewing Christian College - [ECC], Allahabad"
"Ewing Christian College (ECC) , Allahabad"
"Ewing Christian College, [ECC] Allahabad"
"Ewing Christian Institute of Management & Technology - [ECIMT], Allahabad"
"Ewing Christian Institute of Management & Technology, Allahabad"
"Ewing Christian Institute of Management and Technology (ECIMT) , Allahabad"
"Ewing Christian Institute of Management and Technology, Allahabad"
"Excel Business Academy, Bangalore"
"Excel Business School, [EBS] Kanyakumari"
"Excel Business School, Kanyakumari"
"Excel Group of Institutions, [EGI] Namakkal"
"Excel Group of Institutions, Namakkal"
"Exterior Interior Limited , Himayat Nagar, Hyderabad"
"Exterior Interior Limited, Bangalore , Wilson Garden, Bangalore"
"Exterior Interior Limited, Chennai , Thyagaraya Nagar, Chennai"
"Exterior Interior Limited, Delhi , Kalkaji, Delhi"
"Faculty of Management - CEPT University , Navrangpura, Ahmedabad"
"Faculty of Management Studies - [FMS], New Delhi"
"Faculty of Management Studies - University of Delhi (FMS) , North campus, Delhi"
"Faculty of Management Studies- Mohan Lal Sukhadia University (FMS, Udaipur) , Udaipur"
"Faculty of Management Studies, [FMS] Delhi"
"Faculty of Management Studies, Banaras Hindu University - [FMSBHU], Varanasi"
"Faculty of Management Studies, Banaras Hindu University, [FMSBHU] Varanasi"
"Faculty of Management Studies, Baroda (FMS, Baroda) , Vadodara"
"Faculty of Management Studies, Institute of Rural Management - [FMS-IRM], Jaipur"
"Faculty of Management Studies, Manav Rachna International University, Faridabad"
"Faculty of Management Studies, MS Patel Institute of Management Studies, Vadodara"
"Faculty of Management Studies, University of Delhi, Delhi"
"Faculty of Management, Erode Builder Educational Trust Group of Institutions - [FOMEBET], Tiruppur"
"Faculty of Management, Erode Builder Educational Trust Group of Institutions, [FOMEBET] Tiruppur"
"Faculty of Technology, Dharmsinh Desai University, Nadiad"
"Faculty of Technology, Nadiad"
"FAD International, [FADI] Pune"
"FAD International, Pune"
"Fairfield Institute of Management and Technology, [FIMT] New Delhi"
"Fairfield Institute of Management and Technology, New Delhi"
"Fakir Mohan Autonomous College, Balasore"
"Fakir Mohan Autonomous College, Baleswar"
"Fakir Mohan University , Orissa - Other"
"Fakir Mohan University, Balasore"
"Fakir Mohan University, Baleswar"
"Fakir Mohan University, Directorate of Distance and Continuing Education  - [DDCE], Balasore"
"Farah Institute of Technology, Hyderabad"
"Faridabad Institute of Management Studies, [FIMS] Faridabad"
"Faridabad Institute of Management Studies, Faridabad"
"Farook Arts and Science College, Kottakkal"
"Farook Institute of Management Studies - [FIMS], Calicut"
"Farook Institute of Management Studies , Calicut"
"Farook Institute of Management Studies, Calicut"
"Farook Institute of Management Studies, Kozhikode"
"Father Muller College Allied Health Sciences, [FMCAHS] Mangalore"
"Father Muller Medical College, [FMMC] Mangalore"
"Fathima Arts and Science College, Malappuram"
"Fatima College (FC Madurai) , Madurai"
"Fatima College, [FC] Madurai"
"Fatima College, Madurai"
"Fazlani Altius Business School - [FABS], Mumbai"
"Fazlani Altius Business School, Bhubaneswar (FABS, Bhubaneswar) , Bhubaneswar"
"Fazlani Altius Business School, Mumbai (FABS, Mumbai) , Chandivali, Mumbai"
"Federal Institute of Science and Technology - [FISAT] Angamaly, Ernakulam"
"Federal Institute of Science and Technology, Ernakulam"
"Ferrieres, France"
"Field Marshal KM Cariappa College, [FMKMCC] Kodagu"
"FINPLAN - International Institute of Management, Andheri East , Andheri East, Mumbai"
"First India School of Business - [FISB], Gurgaon"
"First India School of Business, [FISB] Gurgaon"
"FISAT Business School (FBS Ernakulam) , Ernakulum"
"FISAT Business School, Kochi"
"FIT Group of Institutions Faculty of Engineering, [FITGIFE] Meerut"
"Flame Business School, Pune"
"FLAME University , Lavale Village, Pune"
"FLAME University, [FLAME] Pune"
"FLAME University, Pune"
Florence Education
"Florence Education , Pitampura, Delhi"
"FMG Academy- [FMG], Greater Noida"
"FMG Academy, [FMG] Gautam Buddha Nagar"
"FMG Group of Institutions , Greater Noida"
"FMG Group of Institutions, Greater Noida"
"Food and Agri Business School - [FABS], Rangareddi"
"Food and Agri Business School, [FABS] Rangareddi"
"Footwear Design & Development Institute, Kolkata (FDDI, Kolkata) , 24 Parganas (South), Kolkata"
"Footwear Design and Development Institute - [FDDI], Jodhpur"
"Footwear Design and Development Institute (FDDI) , Noida"
"Footwear Design and Development Institute, [FDDI] Jodhpur"
"Forbes Business School (FBS Vijayawada) , Vijayawada"
"FORE School of Management (FSM, Delhi) , Qutab Institutional Area, Delhi"
"FORE School of Management, Delhi"
"FORE School of Management, New Delhi"
"Fore School of Management, New Delhi"
"Foremen Training Institute, [FTI] Bangalore"
"Foremen Training Institute, Bangalore"
"Foresight Education Group , Shivaji Nagar, Pune"
"Forte Institute of Technology - [FIT], Meerut"
"Forte Institute of Technology , Meerut"
"Fortune Institute of International Business - [FIIB], New Delhi"
"Fortune Institute of International Business (FIIB) , Vasant Vihar, Delhi"
"Fortune Institute of International Business, [FIIB] New Delhi"
"Fortune Institute of International Business, Delhi"
"Foster Development School of Management, [FDSM] Aurangabad"
"Foster Development School of Management, Aurangabad"
"Fostiima Business School - [FBS], New Delhi"
"FOSTIIMA Business School (FBS) , South Ex 1, Delhi"
"Fostiima Business School, [FBS] New Delhi"
"FOSTIIMA Business School, Delhi"
"Fostiima Business School, Mumbai"
"FOSTIIMA Business School, Mumbai , Andheri West, Mumbai"
"Fr C Rodrigues Institute of Management Studies, Navi Mumbai"
"Francis Xavier Engineering College (FXEC) , Tirunelveli"
"Francis Xavier Engineering College, [FXEC] Tirunelveli"
"Francis Xavier Engineering College, Tirunelveli"
"Fraser International College, Burnaby, Canada"
"Futura Institute of Management Studies , Lucknow"
"Future Business School (FBS, Kolkata) , Sonarpur, Kolkata"
"Future Business School, Kolkata"
"Future Group of Institutions (FGI, Bareily) , Bareilly"
"Future Institute of Engineering and Management - [FIEM], Kolkata"
"Future Institute of Engineering and Management (FIEM Sonarpur) , Sonarpur, Kolkata"
"Future Institute of Engineering and Management, [FIEM] West Bengal"
"Future Institute of Management and Technology, Bareilly"
"G D Goenka University - [GDGU], Gurgaon"
"G D Goenka University, [GDGU] Gurgaon"
"G D Goenka University, School of Hospitality, Gurgaon"
"G D Goenka University, School of Management, Gurgaon"
"G H Raisoni College of Engineering (GHRCE) , Nagpur"
"G H Raisoni Institute of Engineering and Management , Jalgaon"
"G H Raisoni Institute of Information Technology - [GHRIIT], Nagpur"
"G H Raisoni Institute of Information Technology (GHRIIT) , Nagpur"
"G Karunakaran Memorial Co Operative College of Management and Technology, Thiruvananthapuram"
"G L Bajaj Group of Institutions (GLBGI) , Mathura"
"G L Bajaj Institute of Technology and Management, Greater Noida"
"G Pullaiah College of Engineering and Technology , Kurnool"
"G Pullaiah College of Engineering and Technology, [GPCET] Kurnool"
"G R Damodaran Academy of Management (GRDAM) , Coimbatore"
"G S College of Commerce and Economics, Nagpur , Nagpur"
"G V R & S College of Engineering & Technology - [GVR&S], Guntur"
"G. H. Patel Postgraduate Institute of Business Management , Anand"
"G. Pullaiah College of Engineering and Technology - [GPCET], Kurnool"
"G. Ram Reddy Centre for Distance Education, Hyderabad"
"G.C.R.G. Memorial Trust's Group of Institutions (GCRG Group) , Lucknow"
"G.H. Raisoni School of Business Management - [GHRSBM], Nagpur"
"G.H. Raisoni School of Management and Research - [GHRSBM], Nagpur"
"G.H.Raisoni School of Business Management , Nagpur"
"G.L. Bajaj Institute of Management and Research (GLBIMR) , Greater Noida"
"G.L. Bajaj Institute of Technology and Management (GLBITM) , Greater Noida"
"G.V.M. Institute of Technology and Management (GVMITM) , Murthal"
"Gahlot Institute of Management Studies and Research, Navi Mumbai"
"Galaxy Global Group of Institutions - [GGGI], Ambala"
"Galaxy Global Group of Institutions (GGGI, Ambala) , Ambala"
"Galaxy Global Group of Institutions, [GGGI] Ambala"
"Galaxy Global Imperial Technical Campus, [GGITC] Ambala"
"Galaxy Global Imperial Technical Campus, Ambala"
"Galaxy Institute of Management , Sriperumbudur, Chennai"
"Galaxy Institute of Management, [GIM] Chennai"
"Galaxy Institute of Management, Chennai"
"Galgotias Business School , Greater Noida"
"Galgotias Business School, [GBS] Noida"
"Galgotias Business School, Greater Noida"
"Galgotias College of Engineering and Technology - [GCET], Greater Noida"
"Galgotias College of Engineering and Technology, [GCET] Greater Noida"
"Galgotias Educational Institutions (GEI) , Greater Noida"
"Galgotias Institute of Management and Technology - [GIMT], Noida"
"Galgotias Institute of Management and Technology, [GIMT] Noida"
"Galgotias University - [GU], Greater Noida"
"Galgotias University (GU Greater Noida) , Greater Noida"
"Galgotias University Business School - [GBS], Greater Noida"
"Galgotias University, Noida"
"Galgotias University, School of Clinical Research and Healthcare, Greater Noida"
"Galgotias University, School of Finance & Commerce, Greater Noida"
"Galgotias University, School of Logistics and Aviation Management, Greater Noida"
"Ganadipathy Tulsi's Jain Engineering College - [GTEC], Vellore"
"Ganadipathy Tulsi's Jain Engineering college, [GTJE] Vellore"
"Ganapathy Engineering College - [GEC], Warangal"
"Ganapathy Engineering College, [GEC] Warangal"
"Gandhi Engineering College - [GEC], Bhubaneswar"
"Gandhi Engineering College, [GEC]  Bhubaneshwar"
"Gandhi Institute for Technological Advancement - [GITA], Bhubaneswar"
"Gandhi Institute for Technological Advancement (GITA, Bhubaneswar) , Bhubaneswar"
"Gandhi Institute for Technology - [GIFT], Bhubaneswar"
"Gandhi Institute for Technology (GIFT) , Bhubaneswar"
"Gandhi Institute for Technology, Bhubaneswar"
"Gandhi Institute of Advanced Computer and Research - [GIACR], Rayagada"
"Gandhi Institute of Advanced Computer and Research (GIACR) , Orissa - Other"
"Gandhi Institute of Advanced Computer and Research, Rayagada"
"Gandhi Institute of Engineering and Technology - [GIET], Bhubaneswar"
"Gandhi Institute of Engineering and Technology, [GIET] Bhubaneswar"
"Gandhi Institute of Management and Technology (GIMT, Kolkata) , Salt Lake City, Kolkata"
"Gandhi Institute of Management Studies - [GIMS], Rayagada"
"Gandhi Institute of Management Studies (GIMS Odisha) , Orissa - Other"
"Gandhi Institute of Management Studies, Gunupur"
"Gandhi Institute of Management Studies, Orissa"
"Gandhi Institute of Technology & Management, [GITAM] Bhubaneswar"
"Gandhi PR College, Bhopal"
"Gandhigram Rural Institute - [GRI], Dindigul"
"Gandhigram Rural Institute, [GRI] Dindigul"
"Gandhiji Institute of Science and Technology - [GIST], Bhimavaram"
"Gandhiji Institute of Science And Technology (GIST) , Andhra Pradesh - Other"
"Gandhinagar Institute of Technology - [GIT], Gandhi Nagar"
"Gandhinagar Institute Of Technology, [GIT] Kalol"
"Gandikota Business School - [GBS], Secunderabad"
"Ganeshi Lal Bajaj Institute of Technology and Management, [GLBITM] Gautam Buddha Nagar"
"Ganga Group of Institutions - [GGI], New Delhi"
"Ganga Group of Institutions - Ganga Technical Campus (GTC) , Punjabi Bagh, Delhi"
"Ganga Group of Institutions- Ganga Institute of Technology & Management , Punjabi Bagh, Delhi"
"Ganga Institute of Technology and Management , Jhajjar"
"Ganga Institute of Technology and Management, [GITM] Jhajjar"
"Ganga Institute of Technology and Management, Jhajjar"
"Ganga Technical Campus - [GTC], New Delhi"
"Ganga Technical Campus (GTC, Bahadurgarh) , Bahadurgarh"
"Gangadhar Meher College , Orissa - Other"
"Gangadhar Meher College (Autonomous), Sambalpur"
"Gangadhar Meher University, Sambalpur"
"Ganpat University (GNU, Mehsana) , S.G Highway, Ahmedabad"
"Ganpat University, Mehsana"
"Ganpati Business School - [GBS], Yamuna Nagar"
"Ganpati Business School, [GBS] Yamuna Nagar"
"Ganpati Business School, Bilaspur"
"Ganpati Institute of Technology and Management - [GITM], Yamuna Nagar"
"Ganpati Institute of Technology and Management, [GITM] Yamuna Nagar"
"Garden City College of Science and Management Studies - [GCC], Bangalore"
"Garden City College of Science and Management Studies, Bangalore (GCC Bangalore) , Old Madras Road, Bangalore"
"Garden City College, [GCC] Bangalore"
"Garden City College, Bangalore"
"Garuda School of Business, Mumbai"
"Garware College of Commerce, [GCC] Pune"
"Garware Institute of Career Education and Development - [GICED], Mumbai"
"Garware Institute of Career Education and Development (GICED) , Santacruz East, Mumbai"
"Garware Institute of Career Education and Development, [GICED] Mumbai"
"GATES Institute of Technology , Anantapur"
"Gates Institute of Technology-[GIT], Ananthapur"
"Gates Institute of Technology, [GIT] Anantapur"
"Gateway Institute of IT and Management, New Delhi"
"Gauhati Commerce College, Guwahati"
"Gauhati University , Guwahati"
"Gauhati University, Guwahati"
"Gautam Buddha University - [GBU], Greater Noida"
"Gautam Buddha University , Greater Noida"
"Gautam Buddha University, [GBU] Noida"
"Gautam Buddha University, Greater Noida"
"Gautam Institute of Management and Technology, Hamirpur"
"Gaya College, Gaya"
"Gayatri Institute of Computer and Management Studies - [GICMS], Gunupur"
"Gayatri Institute of Computer and Management Studies, Rayagada"
"Gayatri Institute of Engineering and Technology - [GIET], Jangareddigudem"
"Gayatri Institute of Engineering and Technology, [GIET] Rangareddi"
"Gayatri Institute of Science and Technology, Berhampur"
"Gayatri Vidya Parishad College for Degree and PG Courses , Visakhapatnam"
"GB Pant Memorial Government PG College, Bushahr"
"GB Pant Social Science Institute (GBPSSI) , Allahabad"
"GBM College, Gaya"
